#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
66783,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/07/2023,25/08/2023,26/07/2023,3295364,306623,ER No,10499,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2712261,R1-JE9010B,1,Kgs,0.64,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346427776,IPS/K003627,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,79876.87,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","8.280000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,78980de4e4cedff01a3a137131187985016f33693982b09e50adbd672173d5e4,254396,
66796,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,15/05/2023,14/06/2023,15/05/2023,3002971,271475,ER No,6163,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1021879,R1-JE9010B,5,Kgs,13.68,,CARAT,AAQFN4016M,PD-0579,12553808661,7460,NORMAL,2006,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1700,0,0,19783012.08,CUT AND POLISHED DIAMOND,315.040000 CARAT,306,0,1700,1040201014,153,153,0,996719,f33210d49443d5ce3ee73cc48a26dd12272738effe4d05d8019729d51c071703,252793,
66830,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/08/2023,20/09/2023,21/08/2023,3404930,318563,ER No,8343,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3335498,R1-JE9010B,1,Kgs,0.6,,CARAT,AAQFN4016M,PD-0579,16058731061,99013765036,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,124131.04,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,5.410000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f33dd506e5bc1c0a184ffbffe65bea55da4aad5327a4e39f12c7eb69f6e01cd3,255050,
66984,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/05/2023,03/06/2023,04/05/2023,2990877,266439,ER No,1597,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9758215,R1-JE9010B,4,Kgs,10.14,,CARAT,AAQFN4016M,PD-0579,12553808506,99013745461,NORMAL,1628,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1380,0,0,11521000.72,CUT AND POLISHED DIAMOND,216.130000 CARAT,248.4,-0.4,1380,1040201014,124.2,124.2,0,996719,576624d86b7a96a03251725c7318845740704e67ec4a2fa8c8a8602312f5c56f,251687,
67092,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/08/2023,25/09/2023,26/08/2023,3450589,321624,ER No,11121,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3481136,R1-JE9010B,1,Kgs,0.62,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346922252,4564,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,79744.29,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","9.800000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,9064097ab49b434ef6c0e8da08ef8955086a1cb1c4aa51549738faeda5eaa312,255050,
67121,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,20/04/2023,20/05/2023,20/04/2023,2873068,259429,IR No,296307,M5112,,"DC2073,Bandra Kurla Complex, Bandra East,G,Mumbai-400051 Maharashtra India",,5510266,R1-JE9010B,1,Kgs,1.19,,CARAT,AAQFN4016M,PD-0579,72470854534,11021570779,RE-IMPORT,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3454285,LAB. GROWN CPD,74.880000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,a9790de24d33fa631d2b84dade120f02f43114d6da56a368b166c3c87abe6425,251198,
67133,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/06/2023,09/07/2023,09/06/2023,3091933,283873,ER No,2967,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1621153,R1-JE9010B,1,Kgs,0.67,,CARAT,AAQFN4016M,PD-0579,02345802035,IPS/K002153,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,439255.79,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,23.160000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,ffb8112aca396e03ad09fd8f8f42a07f25b04b8c10ec97bb6dc6c3d5e62886fe,252795,
67350,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/07/2023,10/08/2023,11/07/2023,3248733,299205,ER No,4092,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2345500,R1-JE9010B,2,Kgs,4.75,,CARAT,AAQFN4016M,PD-0579,02346256755,IPS/K003113,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,5326327.6,CUT AND POLISHED DIAMOND,71.770000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,fb07cb7c3ea92caa04ae341efd7b4ded201a8e62cf89f6890613c6804d7a87ce,253685,
67363,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/05/2023,15/06/2023,16/05/2023,3003843,271855,ER No,8608,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1048666,R1-JE9010B,1,Kgs,2.28,,CARAT,AAQFN4016M,PD-0579,02345464764,IPS/K001379,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2682295.27,CUT AND POLISHED DIAMOND,76.040000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,ca13ba719dee97e2f24f8f36d1ff7b3815ce4703c55e704bcad49207752ca5f1,252793,
67407,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,13/07/2023,12/08/2023,13/07/2023,3253273,300574,IR No,301849,M5112,,"AW5010,""BANDRA KURLA COMPLEX, BANDRA EAST"",G,Mumbai-400051 Maharashtra India",,6779279,R1-JE9010B,1,Kgs,1.58,,CARAT,AAQFN4016M,PD-0579,72471684071,11015398524,RE-IMPORT,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,4591731,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,80.420000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,abd1aafab923ad80e7dcfaca02bdb75a710fcf895c25c09dfd4ae59d09f40621,254396,
67448,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/08/2023,18/09/2023,19/08/2023,3400017,318308,ER No,7802,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3305287,R1-JE9010B,1,Kgs,1.29,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346928453,IPS/K004370,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2533788.04,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","34.100000 CARAT,CARAT",142.2,-0.2,790,1040201014,71.1,71.1,0,996719,084e090822c298cd15429874604dde9cf8753020956eefdbd51d4e1c271a6ef7,,
67601,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/08/2023,16/09/2023,17/08/2023,3393625,316740,ER No,6764,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3243842,R1-JE9010B,1,Kgs,0.94,,"CARAT,CARAT",AAQFN4016M,PD-0579,17682406656,4263,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,198808.15,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","11.860000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,61b036a00b4b6d551f45db3c2e802699ce8e37fc81f1ac503a1be317be1a7271,,
67676,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/07/2023,26/08/2023,27/07/2023,3304127,307197,ER No,10951,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2739189,R1-JE9010B,1,Kgs,0.57,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346427802,IPS/K003658,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,102946.84,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","12.380000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,7e1b818c0cb8840e3d4bcb9eed268864da9f92c6aa6419073a8d2ca6b1b64ef6,254396,
67796,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/06/2023,09/07/2023,09/06/2023,3091941,283881,ER No,2991,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1636762,R1-JE9010B,1,Kgs,0.94,,CARAT,AAQFN4016M,PD-0579,17686483025,99013752071,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1118001.59,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,35.400000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,5a77ff4485ff4a330c8119b442911ecf915ae2244fdc992a08acef71c7642257,252795,
67892,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/06/2023,02/07/2023,02/06/2023,3082364,280742,ER No,576,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1480696,R1-JE9010B,1,Kgs,0.69,,CARAT,AAQFN4016M,PD-0579,02345801910,IPS/K001971,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,102296.84,CUT AND POLISHED DIAMOND,1.700000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,6e6eeb35e3ea2f577ff2403a1e4957ad53319506a143cb05226b8b676dcb05c2,252795,
67993,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/07/2023,24/08/2023,25/07/2023,3286957,306104,ER No,10071,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2697679,R1-JE9010B,2,Kgs,5.71,,CARAT,AAQFN4016M,PD-0579,12554762201,99013760373,NORMAL,1027,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,870,0,0,8382996.73,CUT AND POLISHED DIAMOND,132.320000 CARAT,156.6,0.4,870,1040201014,78.3,78.3,0,996719,afb75c227d8fbc64246ba926f810fa1665c42867786eb526efecda36e4bbf0ad,254396,
68032,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/06/2023,13/07/2023,13/06/2023,3100896,285106,ER No,4246,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1717101,R1-JE9010B,1,Kgs,0.57,,CARAT,AAQFN4016M,PD-0579,02345892431,2258,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,10337.83,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS,0.800000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,3f67d9433775c9924e97d91f2bfdaaf8c2d631618a93408749a95fe188aa139b,252795,
68034,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/06/2023,12/07/2023,12/06/2023,3098327,284453,ER No,3710,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1688499,R1-JE9010B,1,Kgs,3.83,,CARAT,AAQFN4016M,PD-0579,02345802061,IPS/K002213,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,3574451.12,CUT AND POLISHED DIAMOND,69.650000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,a019e217528802eac162a5fe48bc9a8f99300c24e4bdcf1457fe2a46a9b10fc8,252795,
68050,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/06/2023,08/07/2023,08/06/2023,3090933,283326,ER No,2589,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1609064,R1-JE9010B,3,Kgs,7.74,,CARAT,AAQFN4016M,PD-0579,12554761873,1855,NORMAL,1027,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,870,0,0,7871998.58,CUT AND POLISHED DIAMOND,169.570000 CARAT,156.6,0.4,870,1040201014,78.3,78.3,0,996719,36e8a06791794df51d2c1be4327b724ab7a1c2fdbd20551426b19f7aa87d1a57,252795,
68078,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/06/2023,08/07/2023,08/06/2023,3090899,283292,ER No,2482,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1607253,R1-JE9010B,1,Kgs,2.5,,CARAT,AAQFN4016M,PD-0579,02345802013,2123,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2770392.98,CUT AND POLISHED DIAMOND,52.190000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,23d16fd6d25f1178c259806aac870e0d22dafc0b98b03d774d1fec850a09a69b,252795,
68213,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/08/2023,18/09/2023,19/08/2023,3400018,318309,ER No,7984,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3304534,R1-JE9010B,1,Kgs,0.74,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346928442,4358,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,103253.88,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","14.200000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,f7c29cc12f78cba43b17cabaefe33b375ca9988652d2605e2290aeab7f6f0844,,
68259,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,28/08/2023,27/09/2023,28/08/2023,3468785,322009,ER No,11457,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3509417,R1-JE9010B,1,Kgs,3,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346922551,4598,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,2444451.12,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","149.980000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,0681cdb0cb99d68800abb14ed1543c725aa6e29f4ced3812d99c95b066eb8601,255050,
68548,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/08/2023,09/09/2023,10/08/2023,3373666,313729,ER No,4062,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3077894,R1-JE9010B,1,Kgs,0.63,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346740072,IPS/K004065,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,310131.55,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","31.540000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,fe1e895f2df88280e3b46157aa5ede925a2311bae745a202b3fdb83adf13f2f6,,
68552,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,07/08/2023,06/09/2023,07/08/2023,3364252,311819,ER No,2308,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3011847,R1-JE9010B,1,Kgs,0.43,,CARAT,AAQFN4016M,PD-0579,16058730346,99013762485,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,170112.85,CUT AND POLISHED DIAMOND,7.400000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,155e9c5c7fa179f18ba802e4982b2b91b277358cbd81ad48ba3f07561540817d,254541,
68570,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,31/07/2023,30/08/2023,31/07/2023,3338794,308836,IR No,302972,M5112,,"CC2150,""BANDRA KURLA COMPLEX, BANDRA EAST"",,Mumbai-400051 Maharashtra India",,7060606,R1-JE9010B,1,Kgs,0.5,,CARAT,AAQFN4016M,PD-0579,12554942985,7888097,RE-IMPORT,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,197328,CUT AND POLISHED DIAMOND,2.450000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,62a35e8a5ec48dda3da2ee007281bfc9c445eca015e7f09f0d405abd94f64c4c,254396,
68656,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/07/2023,10/08/2023,11/07/2023,3248714,299186,ER No,4057,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2342153,R1-JE9010B,1,Kgs,3,,CARAT,AAQFN4016M,PD-0579,02346256755,IPS/K003095,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,7028451.2,CUT AND POLISHED DIAMOND,42.980000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,a93bea0ff38245292bb3085c64d7e2582d2c38072cdc17536e61af85f515a34d,253685,
68676,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,25/04/2023,25/05/2023,25/04/2023,2881291,261577,ER No,9721,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9523044,R1-JE9010B,1,Kgs,0.86,,CARAT,AAQFN4016M,PD-0579,02344928531,IPS/K000694,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,756333.89,LAB. GROWN CPD,72.480000 CARAT,198,0,1100,1040201014,99,99,0,996719,eaedaad14eb9d2c68fbe7b1079ed15b0e05f1a0739066252e6374d9dd2c5e3f8,251338,
68764,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/06/2023,13/07/2023,13/06/2023,3100964,285174,ER No,4396,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1714112,R1-JE9010B,2,Kgs,5.72,,CARAT,AAQFN4016M,PD-0579,12554761884,2635,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,6178005.37,CUT AND POLISHED DIAMOND,112.520000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,00ad0dc3ebd978b63e4300092c7022d6f223bd52a7a57ad1d2e836b50eaa564d,252795,
68778,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/08/2023,28/09/2023,29/08/2023,3478018,322949,ER No,11880,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3540663,R1-JE9010B,1,Kgs,2.98,,"CARAT,CARAT",AAQFN4016M,PD-0579,02346922573,4635,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1806974.28,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","141.400000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,de114036c9eed995481961f5872931193bf001f4475aea3f05fd739f89ce5e83,255050,
68842,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,22/07/2023,21/08/2023,22/07/2023,3274821,305081,ER No,9232,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2636364,R1-JE9010B,4,Kgs,9.65,,"CARAT,CARAT",AAQFN4016M,PD-0579,07461630483,,NORMAL,1404,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1190,0,0,15738403.14,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","323.940000 CARAT,CARAT",214.2,-0.2,1190,1040201014,107.1,107.1,0,996719,c962c2defb5ed6520b97a4348d9eaa6fc7536632472135ab39c7b8f751f8d2ac,254396,
68903,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/08/2023,09/09/2023,10/08/2023,3373669,313732,ER No,4060,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3100217,R1-JE9010B,1,Kgs,1.15,,"CARAT,CARAT",AAQFN4016M,PD-0579,17682406590,99013763100,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,575159.12,"CUT AND POLISHED DIAMOND,LAB GROWN NON INDUSTRIAL POLISHED DIAMONDS","39.300000 CARAT,CARAT",135,0,750,1040201014,67.5,67.5,0,996719,10d7df979d9ebd3e1377970d0311a43cce76f6dd7c5acce60a19cffd07cc6801,,
69081,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/04/2023,17/05/2023,17/04/2023,2867403,257181,ER No,6140,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9312334,R1-JE9010B,1,Kgs,3.28,,CARAT,AAQFN4016M,PD-0579,02344721375,IPS/K000420,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3719332.8,LAB. GROWN CPD,78.670000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,f4eba90bd0894a1e48946a61d35f41372cdcc82b9f5554ff19331195b0eb6981,250919,
69107,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/07/2023,11/08/2023,12/07/2023,3250510,299807,ER No,4551,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2394074,R1-JE9010B,2,Kgs,6.05,,CARAT,AAQFN4016M,PD-0579,72471143424,8061,NORMAL,1168,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,990,0,0,11261996.28,CUT AND POLISHED DIAMOND,216.060000 CARAT,178.2,-0.2,990,1040201014,89.1,89.1,0,996719,678a8c655c69c73925008d9aff3e06a8222aa04decdb6ff550c09778019f9145,253685,
69167,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,08/04/2023,08/05/2023,08/04/2023,2850243,253228,ER No,2872,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9149920,R1-JE9010B,1,Kgs,2.42,,CARAT,AAQFN4016M,PD-0579,02344619116,IPS/K000222,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2947445.29,CUT AND POLISHED DIAMOND,38.670000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,4c297ab482451a1afe5723b1a7cd33fe465598a3b436768073bcc0f68a11daae,250860,
69217,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/06/2023,09/07/2023,09/06/2023,3092019,283959,ER No,3198,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1640528,R1-JE9010B,2,Kgs,6,,CARAT,AAQFN4016M,PD-0579,72471129962,2116,NORMAL,979,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,830,0,0,7304007.91,CUT AND POLISHED DIAMOND,136.730000 CARAT,149.4,-0.4,830,1040201014,74.7,74.7,0,996719,6facef8aa28bcb84ee90813787b870685911fe88b489d6c3d53c2ba00c439518,252795,
