#,Customer/Vendor Code,Customer/Vendor Name,Export/Import,PD/CHA,BP Reference No.,Posting Date,Due Date,Document Date,Internal Number,Document Number,E/IR,ER/IR No,Membership Number,Previous Receipt No,Shipper Address,Tracking Number,Order Number,Pay to,NoP,Gross Comm. UOM,Gross Wt,U_NWeight,Net Comm. UOM,IEC No,PD Account,MAWB No,HAWB No,Shipment Type,Document Total,Document Currency,ExporterCode,ExporterName,CHA No,CHB Nm-PD,CHB Cd-PD,Item/Service Description,Row Total,AddSerChrg,Weight,Value,Commodity,NetWt,Total Tax,Rounding Diff. Amount,Taxable Amt,Control Account,CGST Amt @ 9%,SGST Amt @ 9%,IGST Amt @ 18%,SacCode,Irn Number,Receipt No,Cheque No
119398,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/01/2023,16/02/2023,17/01/2023,2304002,402574,ER No,6678,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7024472,R1-JE9010B,9,Kgs,30.56,,CARAT,AAQFN4016M,PD-0579,12551855974,99013723642,NORMAL,4567,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,3870,0,0,83280009.46,CUT AND POLISHED DIAMOND,875.900000 CARAT,696.6,0.4,3870,1040201014,348.3,348.3,0,996719,820ce63fde10834dbc72095affc732a7b4bd2217b06ef1885a181479fc6f6230,259269,
119425,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/04/2022,16/05/2022,16/04/2022,880946,257309,ER No,6493,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9708222,R1-C04516,1,Kgs,1.07,,CARAT,AAQFN4016M,PD-0579,72421149973,99013665676,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3661003.33,CUT AND POLISHED DIAMOND,26.840000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,37db8d873ac0fe8f1448205fde7657c04a47e6170ae737c6f6dca17336879022,251291,
119467,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/05/2022,01/06/2022,02/05/2022,893794,266145,ER No,241,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1114872,R1-C04516,1,Kgs,2.67,,CARAT,AAQFN4016M,PD-0579,72421156811,99013669457,NORMAL,1392,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1180,0,0,5673001.75,CUT AND POLISHED DIAMOND,62.500000 CARAT,212.4,-0.4,1180,1040201014,106.2,106.2,0,996719,74d40a026825f0b1b7217d4d24dd7966541eb906cd0ed5837f21e4ecc8cd7c4e,251630,
119760,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,13/01/2023,12/02/2023,13/01/2023,2267634,400717,ER No,5139,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6940199,R1-JE9010B,1,Kgs,0.3,,CARAT,AAQFN4016M,PD-0579,17657590805,99013723087,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,229000.26,CUT AND POLISHED DIAMOND,1.000000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,e11540c033ebad08a96e8585c9061cc4b0fecf4796bf68cf013ff08d7e16fec6,259269,
119878,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,26/04/2022,26/05/2022,26/04/2022,888786,262623,ER No,11005,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9960014,R1-C04516,1,Kgs,0.45,,CARAT,AAQFN4016M,PD-0579,16042518022,8001,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1384000.47,LAB. GROWN CPD,12.160000 CARAT,198,0,1100,1040201014,99,99,0,996719,c7cf4ee1b9da0ecc55cc7cec3c33e16bd241dbaaf4a8626bae1b27f2977084ed,251173,
120170,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,12/08/2022,11/09/2022,12/08/2022,1223986,322740,ER No,5664,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3461607,R1-C04516,2,Kgs,3.24,,CARAT,AAQFN4016M,PD-0579,72424718886,2238,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3433001.05,CUT AND POLISHED DIAMOND,56.490000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,cf93c410b4f081a0e115b8e4e865d33d2d9a940fc3a4ce2032491fe1a6309c89,255210,
120201,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/08/2022,17/09/2022,18/08/2022,1231810,325175,ER No,7670,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3565937,R1-C04516,1,Kgs,1.63,,CARAT,AAQFN4016M,PD-0579,16045538415,3326,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,4400001.03,CUT AND POLISHED DIAMOND,46.300000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,a62474f8b2d65dd5545af6bb69e9a2fffafff2171bd4bb847ba9cefb6e3ebc29,254873,
120350,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/07/2022,15/08/2022,16/07/2022,1106114,307945,ER No,7488,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2853501,R1-C04516,1,Kgs,1.2,,CARAT,AAQFN4016M,PD-0579,02340979820,IPS/K002417,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,561434.55,CUT AND POLISHED DIAMOND,9.000000 CARAT,198,0,1100,1040201014,99,99,0,996719,e6f286bf48ea6af407307c46847645debecabe0f3f7f99571e2555d8203acdae,254186,
120649,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,04/02/2023,06/03/2023,04/02/2023,2466151,411533,IR No,290687,M5112,,"NA,OPERA HOUSE,1108,PRASAD CHAMBERS,MUMBAI-400004 Maharashtra India",,4383674,R1-JE9010B,1,Kgs,0.31,,"CARAT,CARAT",AAQFN4016M,PD-0579,72470106024,11015119248,RE-IMPORT,1180,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,250,0,1526440,"CUT AND POLISHED DIAMOND,LAB. GROWN CPD , CUT AND POLISHED DIAMOND,LAB. GROWN CPD","19.650000 CARAT,CARAT , 19.650000 CARAT,CARAT",135,0,1000,1040201014,90,90,0,996719,61f6e40211cc787e7ea10d9061dc1a84c2731b7da5515135bc2355e5e0cc8e80,259575,
121113,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,29/08/2022,28/09/2022,29/08/2022,1263527,330842,ER No,12925,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3809652,R1-C04516,1,Kgs,1.71,,CARAT,AAQFN4016M,PD-0579,02341500760,3274,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1322346.92,CUT AND POLISHED DIAMOND,21.550000 CARAT,198,0,1100,1040201014,99,99,0,996719,b3bc327787a7c2bab429fb7361bb18478bb94c744ddf5c37ada39b3659d6a76c,255027,
121134,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/01/2023,18/02/2023,19/01/2023,2319975,403385,ER No,7348,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7057498,R1-JE9010B,1,Kgs,2.37,,CARAT,AAQFN4016M,PD-0579,02343304030,7305,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1625457.23,LAB. GROWN CPD,42.700000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,4589cc587fa7780864f092e3f707f94d38df03ba63a184b8d3358f0ec96e18c2,259269,
121440,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/05/2022,17/06/2022,18/05/2022,915367,274400,ER No,7603,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1461635,R1-C04516,1,Kgs,1.7,,CARAT,AAQFN4016M,PD-0579,72424681823,2947,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3714001.48,CUT AND POLISHED DIAMOND,22.890000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,03b2a6b9280c720c90899297255a8e49dab1dafb4344f4ad946cd4501a249884,251630,
121737,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,01/02/2023,03/03/2023,01/02/2023,2439287,409613,ER No,165,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7415382,R1-JE9010B,1,Kgs,0.65,,CARAT,AAQFN4016M,PD-0579,02343648905,7740,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,982417.8,LAB. GROWN CPD,100.000000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,b624894d478fad75c7d2b6e87272097b114057acee290867e04aa13ccbc617ec,259575,
121810,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/02/2023,19/03/2023,17/02/2023,2570199,419501,ER No,9074,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7860065,R1-JE9010B,1,Kgs,0.78,,CARAT,AAQFN4016M,PD-0579,02343978384,IPS/K008269,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,37431.88,CUT AND POLISHED DIAMOND,1.300000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,42a4c500ca43c24189063b16726a914fb67bf5772bc55366e1a26178a2db00bb,259834,
122040,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,16/02/2023,18/03/2023,16/02/2023,2561991,418446,ER No,8036,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7826940,R1-JE9010B,1,Kgs,1.72,,CARAT,AAQFN4016M,PD-0579,02343978362,8225,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1693411.8,LAB. GROWN CPD,23.510000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,5e3c45a646d66c1a3ff3844e5823b85b684f4ff5cd2371d189023b46caf2da4e,259834,
122044,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,17/05/2022,16/06/2022,17/05/2022,914183,273806,ER No,7140,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1435497,R1-C04516,4,Kgs,9.92,,CARAT,AAQFN4016M,PD-0579,72424681543,2590,NORMAL,2006,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1700,0,0,20397003.12,CUT AND POLISHED DIAMOND,241.530000 CARAT,306,0,1700,1040201014,153,153,0,996719,58024d09ad521275786f10fe8e2aa162982b91c49ff888cafb087951650313a1,253065,
122297,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/06/2022,24/07/2022,24/06/2022,1013511,295832,ER No,11407,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2353361,R1-C04516,1,Kgs,1.2,,CARAT,AAQFN4016M,PD-0579,16045535873,99013681599,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2483002.72,LAB. GROWN CPD,35.820000 CARAT,198,0,1100,1040201014,99,99,0,996719,46cc639b47f2e36ffb437af11e231a9c1341d89f51dfa7e074dc490b75da241c,253652,
122333,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/10/2022,02/11/2022,03/10/2022,1566167,350329,ER No,737,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4598240,R1-C04516,1,Kgs,1.62,,CARAT,AAQFN4016M,PD-0579,02341977670,IPS/K004122,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1110445.92,CUT AND POLISHED DIAMOND,20.510000 CARAT,198,0,1100,1040201014,99,99,0,996719,b6676f56980356217ec72506249da421ec4848e8a7b9b748ebe9bf7e210e98c0,256443,
122473,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/11/2022,03/12/2022,03/11/2022,1809175,366095,ER No,1016,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,5219838,R1-C04516,2,Kgs,3.71,,CARAT,AAQFN4016M,PD-0579,02342254833,5068,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,3865399.08,CUT AND POLISHED DIAMOND,42.780000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,80cbf76fab0a0cb3758029a26986b6b58662efc900142e03fa15b9afb62921d4,257304,
122515,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,10/06/2022,10/07/2022,10/06/2022,995543,288136,ER No,4622,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2023591,R1-C04516,1,Kgs,0.53,,CARAT,AAQFN4016M,PD-0579,61850319010,99013678408,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,795998.97,CUT AND POLISHED DIAMOND,11.550000 CARAT,198,0,1100,1040201014,99,99,0,996719,02dee6dc6276715436504511de632aed292c96dffe7cfcbd3e958c2125be004a,253064,
122538,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,03/02/2023,05/03/2023,03/02/2023,2458359,411159,ER No,1784,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7460938,R1-JE9010B,1,Kgs,2,,CARAT,AAQFN4016M,PD-0579,02343648920,IPS/K007793,NORMAL,932,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,790,0,0,2734490.12,LAB. GROWN CPD,34.190000 CARAT,142.2,-0.2,790,1040201014,71.1,71.1,0,996719,3a6ef7a484a5699383afe21ada9a8783481284300176e43e49097ffee57fa1e0,259575,
122764,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/01/2023,26/02/2023,27/01/2023,2393047,406757,ER No,10229,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,7258711,R1-JE9010B,1,Kgs,0.58,,CARAT,AAQFN4016M,PD-0579,02343518285,7568,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,159365.76,LAB. GROWN CPD,5.870000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,f49a2e55a3fc4efda569242d93b3908bfbab795633318e9e3df00fb95b383efc,258988,
122820,C04516,NIVODA LLP.,Import,PD - Account,Custodian-PD,10/06/2022,10/07/2022,09/06/2022,995751,288340,IR No,275232,M5112,,",MUMBAI,ESTATE, ANDHERI EAST,MUMBAI-400093 Maharashtra India",,9021633,R1-C04516,1,Kgs,0.2,,"CARAT,CARAT",AAQFN4016M,PD-0579,12595605440,7882075,RE-IMPORT,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,417987,"LAB. GROWN CPD,CUT AND POLISHED DIAMOND","2.820000 CARAT,CARAT",198,0,1100,1040201014,99,99,0,996719,b3741c04ad92e9d0319f912a1b29461ee43aa908bb230103e2f06acf23ce3921,253064,
123108,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,06/03/2023,05/04/2023,06/03/2023,2641191,428683,ER No,2347,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8249960,R1-JE9010B,1,Kgs,0.85,,CARAT,AAQFN4016M,PD-0579,02344149825,8740,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,58494.62,LAB. GROWN CPD,3.100000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,48d4a8e532d3fce17b3ad685a00d8aa119e315f9e0f1c4b57d4a89079516f984,260715,
123281,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,18/10/2022,17/11/2022,18/10/2022,1698679,359317,ER No,8374,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4898461,R1-C04516,1,Kgs,1.12,,CARAT,AAQFN4016M,PD-0579,16049529616,99013707152,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,873998.76,CUT AND POLISHED DIAMOND,20.600000 CARAT,198,0,1100,1040201014,99,99,0,996719,dc301ca5aef763b1331909ac2f90b0239fe93b82e91d30c0e120dbfe2ea4f4f6,256637,
123347,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/09/2022,09/10/2022,09/09/2022,1354327,336620,ER No,4169,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4064927,R1-C04516,1,Kgs,1.85,,CARAT,AAQFN4016M,PD-0579,02341594534,3533,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,1663401.72,CUT AND POLISHED DIAMOND,18.420000 CARAT,198,0,1100,1040201014,99,99,0,996719,69f273bcf16ce3b3e7ee6ba27a65d8ec2f4af8d473e162d2851179376c9c02b3,255616,
123471,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,11/07/2022,10/08/2022,11/07/2022,1100775,304440,ER No,4546,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,2732635,R1-C04516,5,Kgs,10.03,,CARAT,AAQFN4016M,PD-0579,12596625911,5063,NORMAL,1581,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1340,0,0,11125018.05,CUT AND POLISHED DIAMOND,158.910000 CARAT,241.2,-0.2,1340,1040201014,120.6,120.6,0,996719,81388b11ef95b9baa1af668d1a932275b115e72030e16b37b5566d56025b7861,254186,
123651,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,27/02/2023,29/03/2023,27/02/2023,2632039,424953,ER No,13821,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8085243,R1-JE9010B,1,Kgs,2.2,,CARAT,AAQFN4016M,PD-0579,16052845520,99013732437,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1200000.24,CUT AND POLISHED DIAMOND,31.400000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,d11963bc003ee6464888b432dfac27ed575c29ccbcdf213842eeba1e4f4dc66f,260020,
123810,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,23/03/2023,22/04/2023,23/03/2023,2742391,437691,ER No,10086,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,8678368,R1-JE9010B,1,Kgs,0.85,,CARAT,AAQFN4016M,PD-0579,02344299850,IPS/K009200,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,192389.92,CUT AND POLISHED DIAMOND,3.640000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,eb89fe8f312a03ff5e4f18b3b541c5abb314d0290e2d14cbca2b68e51b921628,250263,
124296,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/12/2022,23/01/2023,24/12/2022,2106039,392563,ER No,10804,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,6396830,R1-JE9010B,1,Kgs,0.76,,CARAT,AAQFN4016M,PD-0579,02343050873,IPS/K006714,NORMAL,885,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,750,0,0,1491340.3,LAB. GROWN CPD,73.350000 CARAT,135,0,750,1040201014,67.5,67.5,0,996719,766bb380ce91467f129a0e7832e9a9e0e4bd7a5fafb5a6dd6fdd39921b1a2a02,258486,
124326,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,09/09/2022,09/10/2022,09/09/2022,1355575,337162,ER No,4499,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4071460,R1-C04516,5,Kgs,10.14,,CARAT,AAQFN4016M,PD-0579,72426278512,8256,NORMAL,1628,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1380,0,0,12005001.92,CUT AND POLISHED DIAMOND,155.940000 CARAT,248.4,-0.4,1380,1040201014,124.2,124.2,0,996719,ba945ee767af263218eeff18ea45d835aff93a721b8f2c95a5ba38835447aee4,255616,
124650,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,02/09/2022,02/10/2022,02/09/2022,1290940,333049,ER No,898,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3920752,R1-C04516,1,Kgs,0.87,,CARAT,AAQFN4016M,PD-0579,02341500826,3376,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,248256.74,LAB. GROWN CPD,13.230000 CARAT,198,0,1100,1040201014,99,99,0,996719,05c2065438e1593ae3536167bbea81383c82136dbf0dbb41d09574efae3e4127,255616,
125138,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,04/05/2022,03/06/2022,04/05/2022,898076,266840,ER No,700,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1153574,R1-C04516,1,Kgs,1.79,,CARAT,AAQFN4016M,PD-0579,02364918932,IPS/K000914,NORMAL,1345,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1140,0,0,2706344.31,CUT AND POLISHED DIAMOND,26.230000 CARAT,205.2,-0.2,1140,1040201014,102.6,102.6,0,996719,2c0db04ee8af43ffba7856d18a16961c61408a25d38d5d192a2481fea6578080,251630,
125247,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,24/08/2022,23/09/2022,24/08/2022,1237356,327855,ER No,10384,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,3683047,R1-C04516,1,Kgs,0.52,,CARAT,AAQFN4016M,PD-0579,02341500690,3166,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,491460.63,CUT AND POLISHED DIAMOND,1.010000 CARAT,198,0,1100,1040201014,99,99,0,996719,d298fede8e8b4955aabad33310af4f4e1c178c00a1e5edfcb1771aa872d195d2,254873,
125325,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/04/2022,19/05/2022,19/04/2022,883164,258821,ER No,7605,M5112,,"NA,BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,9771145,R1-C04516,1,Kgs,0.76,,CARAT,AAQFN4016M,PD-0579,02364527676,529,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,27483.6,LAB. GROWN CPD,1.350000 CARAT,198,0,1100,1040201014,99,99,0,996719,73d579b3566d9b32a8aaf47300c4f61e590d94f83f6d40adc554dc3789e7c51e,251173,
125407,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,21/05/2022,20/06/2022,20/05/2022,920572,276484,ER No,9485,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,1518070,R1-C04516,1,Kgs,0.7,,CARAT,AAQFN4016M,PD-0579,61850280300,3504,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2193002.67,CUT AND POLISHED DIAMOND,16.110000 CARAT,198,0,1100,1040201014,99,99,0,996719,97b271b6977274f1700d3c372815fe5cf3c722fe9bf3baf286a4c35c24995926,251949,
125445,C04516,NIVODA LLP.,Export,PD - Account,Custodian-PD,19/10/2022,18/11/2022,19/10/2022,1708860,360640,ER No,9790,M5112,,",BANDRA KURLA COMPLEX BANDRA EAST,BHARAT DIAMOND BOURSE,MUMBAI-400051 Maharashtra India",,4924492,R1-C04516,1,Kgs,2.44,,CARAT,AAQFN4016M,PD-0579,02342048613,IPS/K004672,NORMAL,1298,INR,C04516,NIVODA LLP.,429,B.V. CHINAI AND CO. (INDIA) PVT. LTD.,C04651,Service Charges,1100,0,0,2089407.48,LAB. GROWN CPD,37.790000 CARAT,198,0,1100,1040201014,99,99,0,996719,f6b0fb420d63d8c55600a488920916ac221706710017aeef5b83e66f5c087eba,256637,
